Low,High,Adj Close,Date,Volume,Close,Open
118.209999,119.300003,118.735214,2017-01-12,27086200.0,119.25,118.900002
118.599998,119.93,119.233055,2017-01-11,27588600.0,119.75,118.739998
118.300003,119.379997,118.595819,2017-01-10,24462100.0,119.110001,118.769997
117.940002,119.43,118.476334,2017-01-09,33387600.0,118.989998,117.949997
116.470001,118.160004,117.401002,2017-01-06,31751900.0,117.910004,116.779999
115.809998,116.860001,116.106611,2017-01-05,22193600.0,116.610001,115.919998
115.75,116.510002,115.519154,2017-01-04,21118100.0,116.019997,115.849998
114.760002,116.330002,115.648597,2017-01-03,28781900.0,116.150002,115.800003
115.43,117.199997,115.32002,2016-12-30,30586300.0,115.82,116.650002
116.400002,117.110001,116.226096,2016-12-29,15039500.0,116.730003,116.449997
116.199997,118.019997,116.255965,2016-12-28,20905900.0,116.760002,117.519997
116.489998,117.800003,116.753806,2016-12-27,18296900.0,117.260002,116.519997
115.589996,116.519997,116.016995,2016-12-23,14249500.0,116.519997,115.589996
115.639999,116.510002,115.787993,2016-12-22,26085900.0,116.290001,116.349998
116.779999,117.400002,116.554665,2016-12-21,23783200.0,117.059998,116.800003
116.68,117.5,116.445139,2016-12-20,21425000.0,116.949997,116.739998
115.75,117.379997,116.13648,2016-12-19,27779400.0,116.639999,115.800003
115.650002,116.5,115.469374,2016-12-16,44351100.0,115.970001,116.470001
115.230003,116.730003,115.32002,2016-12-15,46524500.0,115.82,115.379997
114.980003,116.199997,114.692743,2016-12-14,34031800.0,115.190002,115.040001
113.75,115.919998,114.692743,2016-12-13,43733800.0,115.190002,113.839996
112.489998,115.0,112.810902,2016-12-12,26374400.0,113.300003,113.290001
112.309998,114.699997,113.45809,2016-12-09,34402600.0,113.949997,112.309998
110.599998,112.43,111.635996,2016-12-08,27068300.0,112.120003,110.860001
109.160004,111.190002,110.550697,2016-12-07,29998700.0,111.029999,109.260002
109.190002,110.360001,109.475358,2016-12-06,26195500.0,109.949997,109.5
108.25,110.029999,108.638987,2016-12-05,34324500.0,109.110001,110.0
108.849998,110.089996,109.425578,2016-12-02,26528000.0,109.900002,109.169998
109.029999,110.940002,109.017344,2016-12-01,37086900.0,109.489998,110.370003
110.269997,112.199997,110.042897,2016-11-30,36162300.0,110.519997,111.599998
110.07,112.029999,110.978841,2016-11-29,28528800.0,111.459999,110.779999
111.389999,112.470001,111.088367,2016-11-28,27194000.0,111.57,111.43
110.949997,111.870003,111.307418,2016-11-25,11475900.0,111.790001,111.129997
110.330002,111.510002,110.749838,2016-11-23,27426400.0,111.230003,111.360001
111.400002,112.419998,111.317377,2016-11-22,25965500.0,111.800003,111.949997
110.010002,111.989998,111.24768,2016-11-21,29264600.0,111.730003,110.120003
109.660004,110.540001,109.584883,2016-11-18,28428900.0,110.059998,109.720001
108.830002,110.349998,109.475358,2016-11-17,27632000.0,109.949997,109.809998
106.599998,110.230003,109.515186,2016-11-16,58840500.0,109.989998,106.699997
106.160004,107.68,106.647621,2016-11-15,32264500.0,107.110001,106.57
104.080002,107.809998,105.253663,2016-11-14,51175500.0,105.709999,107.709999
106.550003,108.870003,107.961922,2016-11-11,34143900.0,108.43,107.120003
105.830002,111.089996,107.324686,2016-11-10,57134500.0,107.790001,111.089996
108.050003,111.32,110.401343,2016-11-09,59176400.0,110.879997,109.879997
109.699997,111.720001,110.580566,2016-11-08,24054500.0,111.059998,110.309998
109.459999,110.510002,109.933378,2016-11-07,32560000.0,110.410004,110.080002
108.110001,110.25,108.370149,2016-11-04,30837000.0,108.839996,108.529999
109.550003,111.459999,109.35588,2016-11-03,26932600.0,109.830002,110.980003
111.230003,112.349998,110.540737,2016-11-02,28331700.0,111.589996,111.400002
110.529999,113.769997,110.441678,2016-11-01,43825800.0,111.489998,113.459999
113.199997,114.230003,112.472406,2016-10-31,26419400.0,113.540001,113.650002
113.449997,115.209999,112.650713,2016-10-28,37861700.0,113.720001,113.870003
114.099998,115.860001,113.403569,2016-10-27,34562000.0,114.480003,115.389999
113.309998,115.699997,114.503125,2016-10-26,66134200.0,115.589996,114.309998
117.309998,118.360001,117.138118,2016-10-25,48129000.0,118.25,117.949997
117.0,117.739998,116.543761,2016-10-24,23538700.0,117.650002,117.099998
116.279999,116.910004,115.503631,2016-10-21,23192700.0,116.599998,116.809998
116.330002,117.379997,115.959304,2016-10-20,24125800.0,117.059998,116.860001
113.800003,117.760002,116.018745,2016-10-19,20034600.0,117.120003,117.25
117.449997,118.209999,116.365453,2016-10-18,24553500.0,117.470001,118.18
116.779999,117.839996,116.444703,2016-10-17,23624900.0,117.550003,117.330002
117.129997,118.169998,116.523945,2016-10-14,35652200.0,117.629997,117.879997
115.720001,117.440002,115.880062,2016-10-13,35192400.0,116.980003,116.790001
116.75,117.980003,116.23667,2016-10-12,37586800.0,117.339996,117.349998
116.199997,118.690002,115.206456,2016-10-11,64041000.0,116.300003,117.699997
114.720001,116.75,114.958807,2016-10-10,36236000.0,116.050003,115.019997
113.510002,114.559998,112.987513,2016-10-07,24358400.0,114.059998,114.309998
113.129997,114.339996,112.819113,2016-10-06,28779300.0,113.889999,113.699997
112.690002,113.660004,111.987015,2016-10-05,21453100.0,113.050003,113.400002
112.629997,114.309998,111.937482,2016-10-04,29736800.0,113.0,113.059998
112.279999,113.050003,111.461992,2016-10-03,21701800.0,112.519997,112.709999
111.800003,113.370003,111.987015,2016-09-30,36379100.0,113.050003,112.459999
111.800003,113.800003,111.125193,2016-09-29,35887000.0,112.18,113.160004
113.43,114.639999,112.878547,2016-09-28,29641100.0,113.949997,113.690002
112.339996,113.18,112.026632,2016-09-27,24607400.0,113.089996,113.0
111.550003,113.389999,111.818608,2016-09-26,29869400.0,112.879997,111.639999
111.550003,114.790001,111.650208,2016-09-23,52481200.0,112.709999,114.419998
114.0,114.940002,113.542252,2016-09-22,31074000.0,114.620003,114.349998
112.440002,113.989998,112.482314,2016-09-21,36003200.0,113.550003,113.849998
112.510002,114.120003,112.502122,2016-09-20,34514300.0,113.57,113.050003
113.25,116.18,112.51203,2016-09-19,47023000.0,113.580002,115.190002
114.040001,116.129997,113.839427,2016-09-16,79886900.0,114.919998,115.120003
113.489998,115.730003,114.483317,2016-09-15,89983600.0,115.57,113.860001
108.599998,113.029999,110.719044,2016-09-14,110888700.0,111.769997,108.730003
107.239998,108.790001,106.934963,2016-09-13,62176200.0,107.949997,107.510002
102.529999,105.720001,104.44857,2016-09-12,45292800.0,105.440002,102.650002
103.129997,105.720001,102.160285,2016-09-09,46557000.0,103.129997,104.639999
105.239998,107.269997,104.527812,2016-09-08,53002000.0,105.519997,107.25
107.07,108.760002,107.341112,2016-09-07,42364300.0,108.360001,107.830002
107.510002,108.300003,106.687314,2016-09-06,26880400.0,107.699997,107.900002
106.82,108.0,106.717038,2016-09-02,26802500.0,107.730003,107.699997
105.620003,106.800003,105.726441,2016-09-01,26701500.0,106.730003,106.139999
105.639999,106.57,105.10236,2016-08-31,29662400.0,106.099998,105.660004
105.5,106.5,105.003302,2016-08-30,24863900.0,106.0,105.800003
106.290001,107.440002,105.815591,2016-08-29,24970300.0,106.82,106.620003
106.309998,107.949997,105.934466,2016-08-26,27766300.0,106.940002,107.410004
106.68,107.879997,106.558539,2016-08-25,25086200.0,107.57,107.389999
107.68,108.75,107.014213,2016-08-24,23675100.0,108.029999,108.57
108.529999,109.32,107.826502,2016-08-23,21257700.0,108.849998,108.589996
107.849998,109.099998,107.489703,2016-08-22,25820200.0,108.510002,108.860001
108.360001,109.690002,108.331709,2016-08-19,25368100.0,109.360001,108.769997
109.019997,109.599998,108.054343,2016-08-18,21984700.0,109.080002,109.230003
108.339996,109.370003,108.193026,2016-08-17,25356000.0,109.220001,109.099998
109.209999,110.230003,108.351518,2016-08-16,33794400.0,109.379997,109.629997
108.080002,109.540001,108.450584,2016-08-15,25868200.0,109.480003,108.139999
107.779999,108.440002,107.162804,2016-08-12,18660400.0,108.18,107.779999
107.849998,108.93,106.915155,2016-08-11,27484500.0,107.93,108.519997
107.760002,108.900002,106.984496,2016-08-10,24008500.0,108.0,108.709999
108.010002,108.940002,107.786878,2016-08-09,26315200.0,108.809998,108.230003
107.160004,108.370003,107.35102,2016-08-08,28037200.0,108.370003,107.519997
106.18,107.650002,106.469389,2016-08-05,40553400.0,107.480003,106.269997
105.279999,106.0,104.874527,2016-08-04,27408700.0,105.870003,105.580002
104.769997,105.839996,104.230638,2016-08-03,30202600.0,105.790001,104.809998
104.0,106.07,102.93995,2016-08-02,33816600.0,104.480003,106.050003
104.410004,106.150002,104.486808,2016-08-01,38167900.0,106.050003,104.410004
103.68,104.550003,102.673926,2016-07-29,27733700.0,104.209999,104.190002
102.82,104.449997,102.802007,2016-07-28,39869800.0,104.339996,102.830002
102.75,104.349998,101.432497,2016-07-27,92344800.0,102.949997,104.269997
96.419998,97.970001,95.245066,2016-07-26,56239800.0,96.669998,96.82
96.919998,98.839996,95.905188,2016-07-25,40382900.0,97.339996,98.25
98.309998,99.300003,97.205739,2016-07-22,28313700.0,98.660004,99.260002
99.129997,101.0,97.964385,2016-07-21,32702000.0,99.43,99.830002
99.739998,100.459999,98.486572,2016-07-20,26276000.0,99.959999,100.0
99.339996,100.0,98.397902,2016-07-19,23779900.0,99.870003,99.559998
98.599998,100.129997,98.358491,2016-07-18,36493900.0,99.830002,98.699997
98.5,99.300003,97.323965,2016-07-15,30137000.0,98.779999,98.919998
97.32,98.989998,97.33382,2016-07-14,38919000.0,98.790001,97.389999
96.839996,97.669998,95.442123,2016-07-13,25892200.0,96.870003,97.410004
97.120003,97.699997,95.984011,2016-07-12,24167500.0,97.419998,97.169998
96.730003,97.650002,95.550502,2016-07-11,23794900.0,96.980003,96.75
96.050003,96.889999,95.254921,2016-07-08,28912100.0,96.68,96.489998
95.620003,96.5,94.525831,2016-07-07,25139600.0,95.940002,95.699997
94.370003,95.660004,94.12187,2016-07-06,30949100.0,95.529999,94.599998
94.459999,95.400002,93.589829,2016-07-05,27705200.0,94.989998,95.389999
95.330002,96.470001,94.476565,2016-07-01,26026500.0,95.889999,95.489998
94.300003,95.769997,94.190838,2016-06-30,35836400.0,95.599998,94.440002
93.629997,94.550003,93.00853,2016-06-29,36531000.0,94.400002,93.970001
92.139999,93.660004,92.210464,2016-06-28,40444900.0,93.589996,92.900002
91.5,93.050003,90.683316,2016-06-27,45489600.0,92.040001,93.0
92.650002,94.660004,92.02327,2016-06-24,75311400.0,93.400002,92.910004
95.25,96.290001,94.683468,2016-06-23,32240200.0,96.099998,95.940002
95.349998,96.889999,94.14158,2016-06-22,29219100.0,95.550003,96.25
94.68,96.349998,94.496274,2016-06-21,35546400.0,95.910004,94.940002
95.029999,96.57,93.698208,2016-06-20,34411900.0,95.099998,96.0
95.300003,96.650002,93.924821,2016-06-17,61008200.0,95.330002,96.620003
96.07,97.75,96.1121,2016-06-16,31326800.0,97.550003,96.449997
97.029999,98.410004,95.708139,2016-06-15,29445200.0,97.139999,97.82
96.75,98.480003,96.023422,2016-06-14,31931900.0,97.459999,97.32
97.099998,99.120003,95.905188,2016-06-13,38020500.0,97.339996,98.690002
98.480003,99.349998,97.373231,2016-06-10,31712900.0,98.830002,98.529999
98.459999,99.989998,98.181144,2016-06-09,26601400.0,99.650002,98.5
98.68,99.559998,97.48161,2016-06-08,20848100.0,98.940002,99.019997
98.959999,99.870003,97.57028,2016-06-07,22409500.0,99.029999,99.25
97.550003,101.889999,97.176174,2016-06-06,23292500.0,98.629997,97.989998
97.449997,98.269997,96.476641,2016-06-03,28062900.0,97.919998,97.790001
96.629997,97.839996,96.279592,2016-06-02,40191600.0,97.720001,97.599998
98.330002,99.540001,97.008682,2016-06-01,29173300.0,98.459999,99.019997
98.82,100.400002,98.388047,2016-05-31,42307200.0,99.860001,99.599998
99.25,100.470001,98.870823,2016-05-27,36229500.0,100.349998,99.440002
98.639999,100.730003,98.929943,2016-05-26,56331200.0,100.410004,99.68
98.110001,99.739998,98.151587,2016-05-25,38168800.0,99.620003,98.669998
96.839996,98.089996,96.456939,2016-05-24,35140200.0,97.900002,97.220001
95.669998,97.190002,95.008606,2016-05-23,38018600.0,96.43,95.870003
94.519997,95.43,93.816442,2016-05-20,32026000.0,95.220001,94.639999
93.57,94.639999,92.811473,2016-05-19,30442100.0,94.199997,94.639999
93.889999,95.209999,93.166167,2016-05-18,42062400.0,94.559998,94.160004
93.010002,94.699997,92.111939,2016-05-17,46916900.0,93.489998,94.550003
91.650002,94.389999,92.49619,2016-05-16,61259800.0,93.879997,92.389999
90.0,91.669998,89.185717,2016-05-13,44392800.0,90.519997,90.0
89.470001,92.779999,89.00837,2016-05-12,76314700.0,90.339996,92.720001
92.459999,93.57,91.146389,2016-05-11,28719100.0,92.510002,93.480003
92.110001,93.57,92.042972,2016-05-10,33686800.0,93.419998,93.330002
92.589996,93.769997,91.422261,2016-05-09,32936400.0,92.790001,93.0
91.849998,93.449997,91.353293,2016-05-06,43458200.0,92.720001,93.370003
92.68,94.07,91.865625,2016-05-05,35890500.0,93.239998,94.0
93.82,95.900002,92.240024,2016-05-04,41025500.0,94.190002,95.199997
93.68,95.739998,93.209527,2016-05-03,56831300.0,95.18,94.199997
92.400002,94.080002,91.701408,2016-05-02,48160100.0,93.639999,93.970001
92.510002,94.720001,91.799336,2016-04-29,68531500.0,93.739998,93.989998
94.25,97.879997,92.866774,2016-04-28,82242700.0,94.830002,97.610001
95.68,98.709999,95.794871,2016-04-27,114602100.0,97.82,96.0
103.910004,105.300003,102.189682,2016-04-26,56016200.0,104.349998,103.910004
104.510002,105.650002,102.904573,2016-04-25,28031600.0,105.080002,105.0
104.620003,106.480003,103.492149,2016-04-22,33683100.0,105.68,105.010002
105.519997,106.93,103.776147,2016-04-21,31552500.0,105.970001,106.93
106.059998,108.089996,104.912128,2016-04-20,30611000.0,107.129997,106.639999
106.230003,108.0,104.696689,2016-04-19,32384900.0,106.910004,107.879997
106.940002,108.949997,105.254888,2016-04-18,60834000.0,107.480003,108.889999
109.730003,112.300003,107.575818,2016-04-15,46939000.0,109.849998,112.110001
111.330002,112.389999,109.779237,2016-04-14,25473900.0,112.099998,111.620003
110.800003,112.339996,109.720482,2016-04-13,33257300.0,112.040001,110.800003
108.660004,110.5,108.153607,2016-04-12,27232300.0,110.440002,109.339996
108.830002,110.610001,106.762999,2016-04-11,29407500.0,109.019997,108.970001
108.169998,109.769997,106.410459,2016-04-08,23581700.0,108.660004,108.910004
108.120003,110.419998,106.292941,2016-04-07,31801900.0,108.540001,109.949997
109.199997,110.980003,108.662839,2016-04-06,26404100.0,110.959999,110.230003
109.419998,110.730003,107.536645,2016-04-05,26578700.0,109.809998,109.510002
110.269997,112.190002,108.81953,2016-04-04,37356200.0,111.120003,110.419998
108.199997,110.0,107.712919,2016-04-01,25874000.0,109.989998,108.779999
108.879997,109.900002,106.733621,2016-03-31,25888400.0,108.989998,109.720001
108.599998,110.419998,107.291821,2016-03-30,45601100.0,109.559998,108.650002
104.879997,107.790001,105.450744,2016-03-29,31190100.0,107.68,104.889999
105.059998,106.190002,103.012296,2016-03-28,19411400.0,105.190002,106.0
104.889999,106.25,103.482354,2016-03-24,26133000.0,105.669998,105.470001
105.900002,107.07,103.93283,2016-03-23,25703500.0,106.129997,106.480003
105.209999,107.290001,104.51062,2016-03-22,32444400.0,106.720001,105.25
105.139999,107.650002,103.717391,2016-03-21,35502700.0,105.910004,105.93
105.190002,106.5,103.727179,2016-03-18,44205200.0,105.919998,106.339996
104.959999,106.470001,103.609668,2016-03-17,34420700.0,105.800003,105.519997
104.589996,106.309998,103.776147,2016-03-16,38303500.0,105.970001,104.610001
103.849998,105.18,102.414924,2016-03-15,40067700.0,104.580002,103.959999
101.779999,102.910004,100.397566,2016-03-14,25076100.0,102.519997,101.910004
101.5,102.279999,100.142954,2016-03-11,27408200.0,102.260002,102.239998
100.150002,102.239998,99.075516,2016-03-10,33513600.0,101.169998,101.410004
100.269997,101.580002,99.026556,2016-03-09,27201700.0,101.120003,101.309998
100.400002,101.760002,98.938415,2016-03-08,31561900.0,101.029999,100.779999
100.959999,102.830002,99.761029,2016-03-07,35828900.0,101.870003,102.389999
