Volume,Adj Close,Open,Close,High,Date,Low
4261800.0,109.031179,107.5,109.68,109.839996,2016-12-07,107.080002
2179500.0,106.794489,107.300003,107.43,107.699997,2016-12-06,107.080002
3077800.0,106.784546,108.720001,107.419998,108.800003,2016-12-05,107.360001
3124400.0,107.579817,108.040001,108.220001,108.57,2016-12-02,107.480003
4055600.0,106.844197,108.0,107.480003,108.169998,2016-12-01,107.07
4112100.0,107.082775,109.029999,107.720001,110.0,2016-11-30,107.720001
3133900.0,108.196144,108.669998,108.839996,109.440002,2016-11-29,108.650002
2453500.0,107.808452,108.5,108.449997,108.980003,2016-11-28,108.290001
1008700.0,108.136502,108.629997,108.779999,109.199997,2016-11-25,108.290001
2378500.0,107.470467,107.370003,108.110001,108.279999,2016-11-23,107.370003
2640700.0,106.30739,107.209999,106.940002,107.330002,2016-11-22,106.870003
2177400.0,106.217919,106.849998,106.849998,107.059998,2016-11-21,106.209999
2677500.0,105.86999,106.660004,106.5,106.959999,2016-11-18,106.370003
2226500.0,106.068804,107.029999,106.699997,107.440002,2016-11-17,106.610001
2707500.0,106.327268,106.620003,106.959999,107.379997,2016-11-16,106.349998
3795600.0,106.386913,107.849998,107.68,108.019997,2016-11-15,106.660004
4138500.0,106.564752,109.419998,107.860001,109.419998,2016-11-14,107.730003
4149900.0,107.552744,107.900002,108.860001,108.919998,2016-11-11,107.0
6105600.0,107.10815,105.379997,108.410004,108.459999,2016-11-10,105.339996
5003900.0,103.551375,101.089996,104.809998,105.290001,2016-11-09,101.089996
2524200.0,102.128673,103.230003,103.370003,103.919998,2016-11-08,102.620003
4226200.0,101.812516,102.970001,103.050003,103.339996,2016-11-07,102.510002
2607800.0,100.11317,101.239998,101.330002,101.769997,2016-11-04,100.739998
2444200.0,99.836533,101.800003,101.050003,101.910004,2016-11-03,100.720001
4115500.0,100.320647,101.849998,101.540001,102.559998,2016-11-02,101.160004
4044500.0,100.785004,102.410004,102.010002,102.919998,2016-11-01,101.300003
4014500.0,100.972717,102.010002,102.199997,102.599998,2016-10-31,101.900002
4449100.0,100.61704,100.519997,101.839996,102.139999,2016-10-28,100.519997
3550000.0,98.868298,101.480003,100.07,101.620003,2016-10-27,99.989998
3734100.0,99.797013,101.0,101.010002,101.82,2016-10-26,100.75
6752300.0,100.142808,101.110001,101.360001,102.099998,2016-10-25,100.459999
4288100.0,98.3249,99.339996,99.519997,99.860001,2016-10-24,99.080002
4095000.0,97.485109,98.379997,98.669998,98.779999,2016-10-21,97.620003
3876700.0,98.097666,99.75,99.290001,100.18,2016-10-20,99.269997
4013900.0,98.562023,100.260002,99.760002,100.43,2016-10-19,99.739998
3043800.0,98.789257,100.489998,99.989998,100.580002,2016-10-18,99.68
2452400.0,98.512621,100.129997,99.709999,100.440002,2016-10-17,99.650002
3172000.0,98.957222,100.419998,100.160004,100.790001,2016-10-14,100.07
3768200.0,98.650939,98.400002,99.849998,100.089996,2016-10-13,98.150002
3818200.0,97.741989,98.809998,98.93,99.25,2016-10-12,98.540001
4314800.0,97.583907,99.550003,98.769997,99.870003,2016-10-11,98.459999
4517800.0,98.779383,100.160004,99.980003,101.029999,2016-10-10,99.639999
3938200.0,99.372176,100.959999,100.580002,101.010002,2016-10-07,99.809998
3651500.0,100.854163,102.110001,102.080002,102.220001,2016-10-06,101.360001
2744100.0,101.02212,101.699997,102.25,102.330002,2016-10-05,101.43
3204200.0,100.211967,102.57,101.43,102.809998,2016-10-04,101.300003
3971700.0,101.199959,101.599998,102.43,102.669998,2016-10-03,101.290001
5053500.0,100.379924,101.419998,101.599998,102.029999,2016-09-30,101.059998
3720000.0,99.846408,102.779999,101.059998,102.779999,2016-09-29,100.879997
5010700.0,101.120918,102.68,102.349998,102.870003,2016-09-28,101.669998
4299300.0,101.120918,102.080002,102.349998,102.730003,2016-09-27,101.779999
3354600.0,101.002363,102.160004,102.230003,102.959999,2016-09-26,101.779999
2646400.0,101.328395,102.099998,102.559998,103.0,2016-09-23,101.910004
3574600.0,101.763113,102.730003,103.0,103.480003,2016-09-22,102.620003
3144800.0,100.735601,100.650002,101.959999,102.080002,2016-09-21,100.470001
3110100.0,99.036255,100.769997,100.239998,101.5,2016-09-20,100.239998
3316100.0,99.233858,100.5,100.440002,101.18,2016-09-19,100.230003
7724200.0,98.897937,102.57,100.099998,102.57,2016-09-16,99.849998
3139900.0,101.476595,101.440002,102.709999,102.910004,2016-09-15,101.260002
4092200.0,100.439209,102.190002,101.660004,102.860001,2016-09-14,101.440002
3543300.0,101.091279,103.07,102.32,103.349998,2016-09-13,102.050003
3851800.0,102.780743,102.199997,104.029999,104.349998,2016-09-12,101.889999
4258200.0,101.446956,105.0,102.68,105.099998,2016-09-09,102.669998
2810200.0,104.48009,105.610001,105.75,106.160004,2016-09-08,105.519997
2524200.0,104.578887,105.720001,105.849998,106.290001,2016-09-07,105.290001
3670700.0,104.73697,107.0,106.010002,107.489998,2016-09-06,105.480003
3066700.0,105.64592,107.190002,106.93,107.720001,2016-09-02,106.480003
3231500.0,105.438443,106.739998,106.720001,106.970001,2016-09-01,105.699997
3349200.0,105.151924,106.989998,106.43,107.190002,2016-08-31,106.349998
2390800.0,106.060874,107.870003,107.349998,108.120003,2016-08-30,107.190002
1793100.0,106.673432,107.580002,107.970001,108.150002,2016-08-29,107.43
2511100.0,106.021354,107.940002,107.309998,108.290001,2016-08-26,106.940002
1793600.0,106.426434,107.75,107.720001,108.139999,2016-08-25,107.410004
2444700.0,106.66355,108.019997,107.959999,108.32,2016-08-24,107.599998
3064100.0,106.70307,109.0,108.0,109.349998,2016-08-23,108.0
2450500.0,107.197066,108.519997,108.5,108.989998,2016-08-22,108.139999
2388800.0,107.82938,109.010002,109.139999,109.419998,2016-08-19,108.900002
1959800.0,108.017101,109.050003,109.330002,109.419998,2016-08-18,108.849998
2208000.0,107.631785,108.550003,108.940002,109.010002,2016-08-17,108.199997
2413700.0,107.197075,109.209999,109.160004,109.620003,2016-08-16,109.0
2044500.0,107.717543,109.169998,109.690002,109.830002,2016-08-15,109.169998
1808400.0,106.912289,109.019997,108.870003,109.18,2016-08-12,108.550003
2005200.0,107.216712,108.5,109.18,109.290001,2016-08-11,108.459999
1658700.0,106.175775,108.459999,108.120003,108.5,2016-08-10,107.779999
2213100.0,106.391813,108.010002,108.339996,108.400002,2016-08-09,107.870003
3020900.0,105.851708,107.739998,107.790001,108.339996,2016-08-08,107.489998
2676100.0,105.802604,106.849998,107.739998,107.739998,2016-08-05,106.68
1862900.0,104.447422,106.550003,106.360001,107.07,2016-08-04,106.32
2985400.0,104.378681,106.269997,106.290001,106.519997,2016-08-03,106.019997
2384100.0,104.359036,106.489998,106.269997,106.730003,2016-08-02,105.889999
3061600.0,105.016994,107.459999,106.940002,107.650002,2016-08-01,106.5
3232600.0,105.714226,107.5,107.650002,108.080002,2016-07-29,107.190002
2806700.0,105.645485,107.690002,107.580002,107.989998,2016-07-28,107.099998
3995400.0,105.753507,108.059998,107.690002,108.489998,2016-07-27,107.480003
4414400.0,105.949908,107.040001,107.889999,107.959999,2016-07-26,106.5
3461300.0,102.768172,105.050003,104.650002,105.199997,2016-07-25,104.419998
3513900.0,103.239536,104.769997,105.129997,105.199997,2016-07-22,104.5
3808900.0,103.946591,106.370003,105.849998,106.739998,2016-07-21,105.610001
2987400.0,104.133176,105.690002,106.040001,106.279999,2016-07-20,105.559998
3493900.0,103.720731,104.989998,105.620003,105.940002,2016-07-19,104.889999
2185300.0,103.593064,105.480003,105.489998,105.93,2016-07-18,104.879997
2836900.0,103.602886,105.349998,105.5,105.650002,2016-07-15,104.870003
3307400.0,103.249359,105.980003,105.139999,105.989998,2016-07-14,104.940002
2950100.0,103.200255,105.07,105.089996,105.209999,2016-07-13,104.589996
3741400.0,102.620868,104.230003,104.5,105.059998,2016-07-12,104.089996
3317100.0,102.090577,103.660004,103.959999,104.489998,2016-07-11,103.599998
3502900.0,101.795976,102.910004,103.660004,103.739998,2016-07-08,102.57
3051600.0,100.136364,101.529999,101.970001,102.139999,2016-07-07,101.370003
5227500.0,99.556969,100.550003,101.379997,101.489998,2016-07-06,99.309998
4311100.0,98.810641,102.099998,100.620003,102.339996,2016-07-05,100.209999
6578900.0,100.8827,102.480003,102.730003,104.190002,2016-07-01,102.339996
5837700.0,100.705936,100.870003,102.550003,102.57,2016-06-30,100.57
4737300.0,98.663337,99.980003,100.470001,100.699997,2016-06-29,99.459999
5583200.0,97.249229,98.150002,99.029999,99.120003,2016-06-28,97.93
6236500.0,95.461957,98.0,97.209999,98.209999,2016-06-27,96.889999
7446400.0,97.111747,99.419998,98.889999,100.410004,2016-06-24,98.760002
3074800.0,100.489891,102.5,102.330002,102.5,2016-06-23,101.730003
2634500.0,99.52751,101.769997,101.349998,101.970001,2016-06-22,101.099998
3318900.0,99.743555,101.989998,101.57,102.099998,2016-06-21,101.400002
4447900.0,99.871215,102.019997,101.699997,102.860001,2016-06-20,101.660004
5691900.0,99.380206,100.849998,101.199997,101.690002,2016-06-17,100.330002
4549900.0,99.30165,100.290001,101.120003,101.540001,2016-06-16,99.349998
4480000.0,98.732078,101.5,100.540001,101.739998,2016-06-15,100.540001
3705200.0,99.370391,101.209999,101.190002,101.910004,2016-06-14,100.510002
4494500.0,99.390028,101.980003,101.209999,102.400002,2016-06-13,101.190002
3601700.0,100.165823,101.550003,102.0,102.389999,2016-06-10,101.209999
3608400.0,100.480069,101.57,102.32,102.349998,2016-06-09,101.489998
2566800.0,100.234564,101.449997,102.07,102.120003,2016-06-08,101.379997
2539700.0,99.62571,101.779999,101.449997,102.400002,2016-06-07,101.449997
3769200.0,99.537332,100.739998,101.360001,101.57,2016-06-06,100.510002
2251500.0,98.624055,100.75,100.43,100.779999,2016-06-03,99.889999
2468500.0,98.977582,100.25,100.790001,100.809998,2016-06-02,100.07
2806900.0,98.545492,100.089996,100.349998,100.5,2016-06-01,98.75
5265700.0,98.77136,100.769997,100.580002,101.199997,2016-05-31,100.349998
2670300.0,98.948123,100.489998,100.760002,100.769997,2016-05-27,100.089996
2504800.0,98.604418,100.440002,100.410004,101.0,2016-05-26,100.290001
2354200.0,98.516033,100.290001,100.32,100.940002,2016-05-25,100.290001
2953700.0,98.113409,99.489998,99.910004,100.360001,2016-05-24,99.419998
2658900.0,97.121569,98.949997,98.900002,99.07,2016-05-23,98.269997
4312100.0,97.31797,99.150002,99.099998,99.889999,2016-05-20,98.669998
3138900.0,96.738583,98.669998,98.510002,98.940002,2016-05-19,97.940002
3340400.0,97.504556,99.449997,99.290001,100.5,2016-05-18,98.790001
4191000.0,97.61257,101.660004,100.059998,101.940002,2016-05-17,99.739998
3469400.0,99.329523,100.050003,101.82,102.080002,2016-05-16,100.050003
3280500.0,97.817433,101.239998,100.269997,101.720001,2016-05-13,99.959999
2866700.0,98.978328,101.779999,101.459999,102.279999,2016-05-12,101.150002
2795900.0,99.114903,102.550003,101.599998,102.68,2016-05-11,101.440002
3672000.0,99.661211,100.300003,102.160004,102.419998,2016-05-10,100.199997
3834200.0,97.641835,100.330002,100.089996,101.370003,2016-05-09,99.980003
3745500.0,98.646648,100.260002,101.120003,101.290001,2016-05-06,99.809998
3530300.0,97.836948,101.120003,100.290001,101.230003,2016-05-05,99.910004
5628300.0,98.20765,101.389999,100.669998,101.779999,2016-05-04,100.230003
4790600.0,99.631938,103.459999,102.129997,103.870003,2016-05-03,101.870003
4223600.0,101.817154,103.889999,104.370003,104.900002,2016-05-02,103.540001
3054000.0,101.817154,103.529999,104.370003,104.940002,2016-04-29,103.529999
4670400.0,101.680579,105.150002,104.230003,105.589996,2016-04-28,103.690002
6338700.0,103.299972,106.32,105.889999,107.07,2016-04-27,104.879997
5515000.0,102.236637,105.449997,104.800003,105.769997,2016-04-26,103.620003
2768000.0,102.626847,105.190002,105.199997,105.199997,2016-04-25,104.279999
3061900.0,103.114617,105.730003,105.699997,106.309998,2016-04-22,104.93
2628400.0,102.851225,105.559998,105.43,105.959999,2016-04-21,105.25
3823400.0,102.948777,105.419998,105.529999,106.110001,2016-04-20,105.199997
3850500.0,102.431742,105.599998,105.0,106.290001,2016-04-19,104.510002
2809100.0,102.55856,104.629997,105.129997,105.339996,2016-04-18,104.029999
3764700.0,102.012259,104.470001,104.57,105.160004,2016-04-15,104.209999
5217300.0,102.119569,105.0,104.68,105.43,2016-04-14,101.25
3664500.0,102.051282,103.629997,104.610001,104.75,2016-04-13,103.610001
3188700.0,100.558706,102.290001,103.080002,103.480003,2016-04-12,102.290001
4583500.0,99.641696,101.580002,102.139999,102.93,2016-04-11,101.110001
2755500.0,98.841753,101.440002,101.32,102.349998,2016-04-08,100.959999
3844700.0,98.42227,99.900002,100.889999,101.410004,2016-04-07,99.669998
5070400.0,97.914993,99.589996,100.370003,100.540001,2016-04-06,98.419998
3120400.0,97.417465,99.75,99.860001,100.349998,2016-04-05,99.339996
3707400.0,97.817433,100.300003,100.269997,101.18,2016-04-04,99.800003
4038100.0,97.524775,99.389999,99.970001,100.459999,2016-04-01,98.82
3832500.0,97.651593,100.080002,100.099998,100.419998,2016-03-31,98.989998
3010700.0,97.797925,100.82,100.25,101.0,2016-03-30,99.900002
3766600.0,97.671107,98.410004,100.120003,100.32,2016-03-29,98.080002
2279700.0,96.490704,98.959999,98.910004,99.290001,2016-03-28,98.650002
2847000.0,96.63703,98.150002,99.059998,99.080002,2016-03-24,98.0
3235300.0,96.68581,98.769997,99.110001,99.470001,2016-03-23,98.279999
3510400.0,96.246819,98.68,98.660004,99.269997,2016-03-22,98.309998
3996700.0,96.74434,99.080002,99.169998,99.599998,2016-03-21,98.790001
9506900.0,96.62728,99.209999,99.050003,100.290001,2016-03-18,98.82
4166100.0,96.42241,97.82,98.839996,99.269997,2016-03-17,97.389999
4598300.0,95.105431,96.199997,97.489998,98.0,2016-03-16,96.0
2750100.0,93.934786,96.059998,96.290001,96.699997,2016-03-15,95.879997
3974500.0,94.461579,96.300003,96.830002,97.370003,2016-03-14,96.290001
4031100.0,94.383534,97.18,96.75,97.650002,2016-03-11,96.470001
4808600.0,93.827476,96.599998,96.18,97.120003,2016-03-10,95.050003
4158900.0,94.237201,97.32,96.599998,97.480003,2016-03-09,96.400002
5354100.0,94.529866,96.139999,96.900002,97.489998,2016-03-08,96.129997
6307600.0,94.549374,96.550003,96.919998,97.459999,2016-03-07,96.050003
